DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
29-Nov-2024,EQ,"1,280.00","1,299.50","1,275.25","1,270.80","1,291.50","1,292.20","1,290.83","3,217.60","1,217.25",13202307,"17,04,19,75,591.70",280529
28-Nov-2024,EQ,"1,289.95","1,296.60","1,269.05","1,293.20","1,272.75","1,270.80","1,280.74","3,217.60","1,217.25",15027412,"19,24,61,53,609.30",311959
27-Nov-2024,EQ,"1,293.50","1,303.85","1,286.00","1,295.70","1,293.40","1,293.20","1,293.84","3,217.60","1,217.25",9572746,"12,38,56,14,506.45",196614
26-Nov-2024,EQ,"1,294.95","1,297.85","1,284.20","1,287.00","1,295.60","1,295.70","1,292.03","3,217.60","1,217.25",9247557,"11,94,81,33,607.60",218738
25-Nov-2024,EQ,"1,290.00","1,304.45","1,282.45","1,265.40","1,290.95","1,287.00","1,291.52","3,217.60","1,217.25",28923341,"37,35,50,89,803.05",390544
22-Nov-2024,EQ,"1,229.40","1,268.85","1,222.45","1,223.00","1,264.00","1,265.40","1,247.09","3,217.60","1,217.25",20471957,"25,53,04,60,769.30",323219
21-Nov-2024,EQ,"1,241.65","1,243.95","1,217.25","1,241.65","1,220.45","1,223.00","1,224.92","3,217.60","1,217.25",19433843,"23,80,49,02,094.90",553410
19-Nov-2024,EQ,"1,260.75","1,281.50","1,235.15","1,260.75","1,237.40","1,241.65","1,265.50","3,217.60","1,235.15",14183746,"17,94,94,63,404.35",355649
18-Nov-2024,EQ,"1,267.60","1,272.90","1,243.90","1,267.60","1,259.15","1,260.75","1,258.64","3,217.60","1,243.90",13620611,"17,14,35,01,436.40",301906
14-Nov-2024,EQ,"1,253.60","1,272.60","1,251.10","1,252.05","1,266.90","1,267.60","1,263.73","3,217.60","1,249.50",12612633,"15,93,89,29,092.75",301253
13-Nov-2024,EQ,"1,270.25","1,275.45","1,249.50","1,274.25","1,252.70","1,252.05","1,258.62","3,217.60","1,249.50",14633633,"18,41,82,08,535.90",469215
12-Nov-2024,EQ,"1,275.55","1,289.30","1,267.50","1,272.70","1,269.50","1,274.25","1,277.82","3,217.60","1,267.00",10671091,"13,63,56,94,812.30",299780
11-Nov-2024,EQ,"1,278.95","1,286.00","1,267.00","1,283.75","1,273.40","1,272.70","1,275.44","3,217.60","1,267.00",9056552,"11,55,10,68,872.50",286019
08-Nov-2024,EQ,"1,297.65","1,301.65","1,275.00","1,305.65","1,280.20","1,283.75","1,284.01","3,217.60","1,275.00",19814406,"25,44,19,00,935.60",477001
07-Nov-2024,EQ,"1,324.00","1,324.00","1,302.60","1,325.35","1,305.00","1,305.65","1,308.97","3,217.60","1,285.10",9611974,"12,58,18,00,339.00",261277
06-Nov-2024,EQ,"1,310.00","1,328.30","1,300.20","1,305.30","1,326.00","1,325.35","1,315.57","3,217.60","1,285.10",21625209,"28,44,95,04,045.35",349627
05-Nov-2024,EQ,"1,293.00","1,309.55","1,286.15","1,302.15","1,307.50","1,305.30","1,297.87","3,217.60","1,285.10",16267479,"21,11,31,19,455.50",371758
04-Nov-2024,EQ,"1,337.85","1,340.00","1,285.10","1,338.65","1,298.50","1,302.15","1,301.44","3,217.60","1,285.10",19796890,"25,76,44,50,096.55",554958
01-Nov-2024,EQ,"1,333.05","1,341.95","1,333.00","1,332.05","1,338.40","1,338.65","1,338.89","3,217.60","1,320.30",2127335,"2,84,82,64,119.80",127374
31-Oct-2024,EQ,"1,340.00","1,343.00","1,326.15","1,343.90","1,332.00","1,332.05","1,334.14","3,217.60","1,320.30",9331650,"12,44,97,44,606.90",414741
30-Oct-2024,EQ,"1,335.00","1,350.00","1,325.35","1,340.00","1,344.85","1,343.90","1,341.16","3,217.60","1,320.30",11984423,"16,07,30,73,274.15",295954
29-Oct-2024,EQ,"1,328.10","1,343.20","1,320.30","1,334.35","1,340.00","1,340.00","1,331.46","3,217.60","1,320.30",12008361,"15,98,86,83,034.00",436915
28-Oct-2024,EQ,"1,337.00","1,353.00","1,322.10","2,655.70","1,335.00","1,334.35","1,337.70","3,217.60","1,322.10",10824350,"14,47,97,33,719.25",368817
25-Oct-2024,EQ,"2,687.00","2,688.70","2,644.00","2,679.60","2,656.30","2,655.70","2,659.80","3,217.60","2,220.30",9298748,"24,73,28,26,126.10",388238
24-Oct-2024,EQ,"2,670.55","2,687.40","2,646.25","2,677.05","2,678.90","2,679.60","2,668.53","3,217.60","2,220.30",11077967,"29,56,19,35,442.55",345601
23-Oct-2024,EQ,"2,675.00","2,714.95","2,670.00","2,686.70","2,682.35","2,677.05","2,688.32","3,217.60","2,220.30",8607371,"23,13,93,46,660.10",337356
22-Oct-2024,EQ,"2,738.40","2,752.00","2,680.45","2,738.40","2,684.15","2,686.70","2,707.80","3,217.60","2,220.30",7915980,"21,43,48,71,569.75",363161
21-Oct-2024,EQ,"2,734.25","2,748.00","2,715.45","2,718.60","2,736.00","2,738.40","2,734.41","3,217.60","2,220.30",7033704,"19,23,30,63,988.40",228845
18-Oct-2024,EQ,"2,704.35","2,736.85","2,682.65","2,712.85","2,717.00","2,718.60","2,713.87","3,217.60","2,220.30",6041226,"16,39,51,16,698.50",295032
17-Oct-2024,EQ,"2,731.40","2,736.90","2,704.10","2,708.15","2,713.30","2,712.85","2,718.84","3,217.60","2,220.30",7771830,"21,13,03,92,926.65",383984
16-Oct-2024,EQ,"2,680.00","2,728.00","2,675.25","2,688.05","2,709.40","2,708.15","2,696.84","3,217.60","2,220.30",10017219,"27,01,48,52,678.00",356705
15-Oct-2024,EQ,"2,717.05","2,743.40","2,681.40","2,745.05","2,688.60","2,688.05","2,708.71","3,217.60","2,220.30",16881397,"45,72,68,23,453.35",602869
14-Oct-2024,EQ,"2,758.90","2,760.15","2,736.50","2,744.20","2,745.50","2,745.05","2,746.12","3,217.60","2,220.30",6110716,"16,78,07,32,590.05",233903
11-Oct-2024,EQ,"2,740.00","2,766.55","2,737.65","2,742.10","2,749.00","2,744.20","2,751.19","3,217.60","2,220.30",3990061,"10,97,74,31,923.95",197702
10-Oct-2024,EQ,"2,760.05","2,772.00","2,738.85","2,749.20","2,742.50","2,742.10","2,749.69","3,217.60","2,220.30",11179323,"30,73,96,75,824.55",364305
09-Oct-2024,EQ,"2,795.05","2,801.95","2,745.00","2,794.70","2,748.00","2,749.20","2,773.49","3,217.60","2,220.30",7155305,"19,84,51,68,137.95",358324
08-Oct-2024,EQ,"2,745.95","2,802.00","2,730.20","2,741.45","2,798.95","2,794.70","2,768.60","3,217.60","2,220.30",8510404,"23,56,19,05,588.15",358981
07-Oct-2024,EQ,"2,787.00","2,793.00","2,722.75","2,773.05","2,740.70","2,741.45","2,750.92","3,217.60","2,220.30",11090670,"30,50,95,18,408.05",423167
04-Oct-2024,EQ,"2,807.85","2,834.70","2,763.55","2,813.95","2,771.50","2,773.05","2,796.15","3,217.60","2,220.30",18536438,"51,83,07,08,670.55",534690
03-Oct-2024,EQ,"2,873.15","2,898.80","2,804.15","2,929.65","2,813.95","2,813.95","2,846.93","3,217.60","2,220.30",18878647,"53,74,62,34,225.65",689559
01-Oct-2024,EQ,"2,961.30","2,975.90","2,925.65","2,953.15","2,927.00","2,929.65","2,938.60","3,217.60","2,220.30",8215821,"24,14,29,92,536.60",330546
30-Sep-2024,EQ,"3,038.80","3,049.95","2,948.80","3,052.35","2,958.00","2,953.15","2,977.44","3,217.60","2,220.30",13504407,"40,20,86,25,079.45",431656
27-Sep-2024,EQ,"2,998.00","3,066.95","2,984.00","2,995.90","3,047.05","3,052.35","3,024.87","3,217.60","2,220.30",10298739,"31,15,23,28,126.20",328612
26-Sep-2024,EQ,"2,981.30","3,008.00","2,976.10","2,987.90","3,008.00","2,995.90","2,994.82","3,217.60","2,220.30",9409499,"28,17,97,60,605.20",259792
25-Sep-2024,EQ,"2,967.80","2,993.00","2,960.40","2,978.75","2,988.05","2,987.90","2,976.46","3,217.60","2,220.30",3534501,"10,52,02,89,097.25",154120
24-Sep-2024,EQ,"2,977.00","3,001.00","2,975.75","2,986.75","2,980.50","2,978.75","2,986.14","3,217.60","2,220.30",8568722,"25,58,74,44,695.30",201586
23-Sep-2024,EQ,"2,982.00","3,003.00","2,977.90","2,971.85","2,985.00","2,986.75","2,990.93","3,217.60","2,220.30",4416157,"13,20,84,20,985.10",146805
20-Sep-2024,EQ,"2,948.00","2,990.00","2,942.75","2,939.35","2,972.10","2,971.85","2,970.54","3,217.60","2,220.30",15448660,"45,89,08,94,255.50",379677
19-Sep-2024,EQ,"2,932.50","2,953.00","2,911.10","2,926.90","2,940.00","2,939.35","2,934.14","3,217.60","2,220.30",8477951,"24,87,55,02,062.25",259931
18-Sep-2024,EQ,"2,940.00","2,964.00","2,921.10","2,944.60","2,923.00","2,926.90","2,939.96","3,217.60","2,220.30",4287357,"12,60,46,50,688.95",179852
17-Sep-2024,EQ,"2,948.00","2,954.95","2,933.25","2,942.70","2,945.00","2,944.60","2,943.09","3,217.60","2,220.30",2967664,"8,73,41,02,749.70",148458
16-Sep-2024,EQ,"2,955.10","2,961.80","2,929.50","2,945.25","2,944.35","2,942.70","2,944.45","3,217.60","2,220.30",2740887,"8,07,04,08,899.55",127429
13-Sep-2024,EQ,"2,952.80","2,966.30","2,939.00","2,959.60","2,946.50","2,945.25","2,951.65","3,217.60","2,220.30",4355664,"12,85,63,98,757.55",133244
12-Sep-2024,EQ,"2,914.00","2,972.00","2,891.75","2,903.00","2,953.00","2,959.60","2,930.24","3,217.60","2,220.30",11174688,"32,74,44,74,466.75",365694
11-Sep-2024,EQ,"2,926.10","2,937.50","2,895.10","2,923.05","2,904.45","2,903.00","2,917.10","3,217.60","2,220.30",4880101,"14,23,57,32,813.00",254431
10-Sep-2024,EQ,"2,921.00","2,944.10","2,915.15","2,924.90","2,924.00","2,923.05","2,928.75","3,217.60","2,220.30",5384130,"15,76,87,77,163.00",186858
09-Sep-2024,EQ,"2,933.00","2,939.85","2,911.20","2,929.65","2,927.00","2,924.90","2,923.84","3,217.60","2,220.30",4505149,"13,17,23,42,172.80",179506
06-Sep-2024,EQ,"2,985.00","2,994.00","2,923.25","2,985.95","2,930.95","2,929.65","2,938.97","3,217.60","2,220.30",9697114,"28,49,94,95,837.10",447718
05-Sep-2024,EQ,"3,038.10","3,051.55","2,974.10","3,029.10","2,991.00","2,985.95","3,007.10","3,217.60","2,220.30",8132084,"24,45,39,50,049.65",343225
04-Sep-2024,EQ,"3,001.40","3,035.00","2,999.00","3,018.25","3,031.95","3,029.10","3,023.30","3,217.60","2,220.30",5991652,"18,11,45,82,555.90",252191
03-Sep-2024,EQ,"3,042.50","3,046.00","3,015.00","3,032.50","3,018.90","3,018.25","3,026.09","3,217.60","2,220.30",5461900,"16,52,81,93,207.35",226578
02-Sep-2024,EQ,"3,021.75","3,053.60","3,013.25","3,019.25","3,034.40","3,032.50","3,034.10","3,217.60","2,220.30",5620426,"17,05,29,33,370.55",280541
30-Aug-2024,EQ,"3,068.00","3,079.45","3,006.65","3,041.85","3,024.95","3,019.25","3,026.71","3,217.60","2,220.30",20810365,"62,98,70,09,675.80",599570
29-Aug-2024,EQ,"3,006.20","3,074.00","2,988.00","2,996.60","3,042.90","3,041.85","3,038.57","3,217.60","2,220.30",19167679,"58,24,23,37,590.95",570843
28-Aug-2024,EQ,"3,010.00","3,014.95","2,986.00","3,000.90","2,999.00","2,996.60","2,999.57","3,217.60","2,220.30",4805143,"14,41,33,56,125.80",200883
27-Aug-2024,EQ,"3,021.00","3,026.95","2,998.90","3,025.20","3,001.00","3,000.90","3,008.12","3,217.60","2,220.30",3125578,"9,40,21,08,149.05",101024
26-Aug-2024,EQ,"3,013.95","3,046.00","3,006.00","2,999.95","3,021.20","3,025.20","3,028.80","3,217.60","2,220.30",4408057,"13,35,11,14,538.35",237540
23-Aug-2024,EQ,"3,007.50","3,022.65","2,996.85","2,996.25","2,996.85","2,999.95","3,007.21","3,217.60","2,220.30",4624827,"13,90,78,42,193.30",168002
22-Aug-2024,EQ,"3,006.00","3,013.00","2,981.30","2,997.35","2,996.50","2,996.25","2,994.88","3,217.60","2,220.30",5222891,"15,64,19,35,953.20",233216
21-Aug-2024,EQ,"2,986.50","3,015.75","2,980.00","2,991.90","2,999.00","2,997.35","3,001.42","3,217.60","2,220.30",3884998,"11,66,05,26,038.60",141353
20-Aug-2024,EQ,"2,994.45","3,007.85","2,980.05","2,976.80","2,986.50","2,991.90","2,996.98","3,217.60","2,220.30",4205904,"12,60,50,24,714.40",175516
19-Aug-2024,EQ,"2,965.00","2,996.60","2,961.00","2,956.40","2,979.00","2,976.80","2,980.25","3,217.60","2,220.30",6898871,"20,56,03,27,724.60",200328
16-Aug-2024,EQ,"2,937.30","2,960.80","2,916.10","2,923.70","2,957.75","2,956.40","2,944.77","3,217.60","2,220.30",4708451,"13,86,53,25,209.75",187365
14-Aug-2024,EQ,"2,927.10","2,944.00","2,907.40","2,927.25","2,920.10","2,923.70","2,925.78","3,217.60","2,220.30",3133733,"9,16,86,16,380.80",185733
13-Aug-2024,EQ,"2,921.50","2,940.15","2,916.00","2,921.25","2,925.00","2,927.25","2,928.29","3,217.60","2,220.30",3132532,"9,17,29,71,802.70",134517
12-Aug-2024,EQ,"2,940.00","2,946.00","2,915.50","2,948.60","2,923.00","2,921.25","2,929.82","3,217.60","2,220.30",4092292,"11,98,96,80,025.65",188301
09-Aug-2024,EQ,"2,920.00","2,953.00","2,912.00","2,898.25","2,946.10","2,948.60","2,939.20","3,217.60","2,220.30",3124888,"9,18,46,80,574.05",150169
08-Aug-2024,EQ,"2,915.05","2,930.00","2,891.85","2,929.65","2,896.45","2,898.25","2,905.69","3,217.60","2,220.30",6193596,"17,99,66,62,105.65",255138
07-Aug-2024,EQ,"2,938.00","2,945.00","2,923.00","2,912.10","2,930.00","2,929.65","2,930.89","3,217.60","2,220.30",4087284,"11,97,93,63,870.55",276362
06-Aug-2024,EQ,"2,910.30","2,955.00","2,902.65","2,894.65","2,915.55","2,912.10","2,929.53","3,217.60","2,220.30",5118093,"14,99,35,89,440.05",197549
05-Aug-2024,EQ,"2,960.00","2,967.80","2,866.50","2,998.65","2,896.00","2,894.65","2,901.81","3,217.60","2,220.30",8523352,"24,73,31,28,212.00",448630
02-Aug-2024,EQ,"3,010.00","3,018.65","2,986.55","3,030.60","2,992.00","2,998.65","3,001.82","3,217.60","2,220.30",5134124,"15,41,16,92,078.15",176635
01-Aug-2024,EQ,"3,024.00","3,036.00","3,008.60","3,010.85","3,035.90","3,030.60","3,025.50","3,217.60","2,220.30",5382111,"16,28,35,66,572.30",219081
31-Jul-2024,EQ,"3,008.00","3,020.90","3,002.30","3,026.30","3,009.00","3,010.85","3,010.83","3,217.60","2,220.30",5028673,"15,14,04,71,169.85",201961
30-Jul-2024,EQ,"3,034.05","3,050.00","3,020.00","3,040.20","3,023.00","3,026.30","3,033.38","3,217.60","2,220.30",4114104,"12,47,96,37,390.30",184296
29-Jul-2024,EQ,"3,023.90","3,055.00","3,023.55","3,018.05","3,038.25","3,040.20","3,038.43","3,217.60","2,220.30",3769275,"11,45,26,61,155.40",170155
26-Jul-2024,EQ,"2,984.80","3,024.85","2,980.70","2,984.80","3,018.60","3,018.05","3,012.08","3,217.60","2,220.30",4929970,"14,84,94,80,970.80",180757
25-Jul-2024,EQ,"2,962.00","3,000.95","2,954.15","2,991.40","2,988.35","2,984.80","2,980.72","3,217.60","2,220.30",6259938,"18,65,91,22,151.40",221753
24-Jul-2024,EQ,"2,970.00","3,019.00","2,952.80","2,975.80","2,988.00","2,991.40","2,987.68","3,217.60","2,220.30",5956681,"17,79,66,51,407.60",232120
23-Jul-2024,EQ,"3,002.00","3,011.50","2,926.00","3,001.35","2,970.05","2,975.80","2,969.60","3,217.60","2,220.30",9026022,"26,80,36,49,945.60",384359
22-Jul-2024,EQ,"3,074.50","3,075.00","2,998.55","3,110.30","3,004.00","3,001.35","3,016.24","3,217.60","2,220.30",9837188,"29,67,13,39,998.45",465224
19-Jul-2024,EQ,"3,172.00","3,179.95","3,105.60","3,173.35","3,116.95","3,110.30","3,128.40","3,217.60","2,220.30",6570195,"20,55,41,78,349.45",213186
18-Jul-2024,EQ,"3,152.00","3,187.80","3,115.65","3,152.50","3,170.60","3,173.35","3,155.52","3,217.60","2,220.30",6149187,"19,40,39,09,511.40",212178
